utterance_id,emotion,speaker,session,transcript,F_epistemic_pull,F_privacy_pressure,F_computational_drag,F_action_efficiency,emotion_uncertainty,emotion_confidence,identity_confidence
Ses01F_impro02_F010,sad,Ses01F,Ses01,things just aren't what they seem.,0.9279460768597382,0.4817400539566743,0.24043969761469947,0.9743339474292759,0.051596082457844465,0.9832336523861522,0.7435700603611232
Ses01F_impro02_F012,sad,Ses01F,Ses01,"If not me then, who?",0.9278895957288883,0.9913602899582593,0.19361073094715928,0.9740438706504895,0.051636526352049995,0.9830441611190307,0.9957251560285686
Ses01F_impro02_F013,sad,Ses01F,Ses01,"You'll videotape everything, yeah?",0.9789689845150047,0.9997408203977014,0.26693489459037334,0.9943473049865591,0.01506060506531395,0.9963072824049086,0.9998717603143036
Ses01F_impro02_F014,sad,Ses01F,Ses01,"Maybe you can send it to me, like stream it, yeah?",0.8868975667771228,0.966644356752133,0.28539449127446864,0.9515283059282624,0.08098928996089917,0.96833597624804,0.9834959546314687
Ses01F_impro02_F015,sad,Ses01F,Ses01,Last month--  Yeah.,0.9315918137400381,0.9970119555207837,0.22227768481836144,0.9740391448564566,0.04898551509721367,0.9830410740167015,0.9985215447312227
Ses01F_impro02_F016,neu,Ses01F,Ses01,I have to find sitters.,0.7540968652233689,0.9675575838441324,0.2897303944991034,0.8380955249820488,0.1760825971105271,0.8942365551066953,0.983947810441897
Ses01F_impro02_F017,sad,Ses01F,Ses01,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",0.788767464976424,0.6241319093980326,0.25068853153217124,0.9050543659313076,0.15125635784518277,0.9379770974194865,0.8140241542032074
Ses01F_impro02_F018,neu,Ses01F,Ses01,And your mother is close by.,0.8846677039821007,0.969261060954013,0.16235086315293576,0.9554004246302321,0.08258600613173009,0.9708654192539606,0.9847906742123379
Ses01F_impro02_F019,sad,Ses01F,Ses01,I'll send you lots of letters.,0.9568099574256071,0.9955694121546285,0.2227812671028111,0.9839178705322122,0.03092780414254241,0.9894943042741411,0.9978077884185785
Ses01F_impro02_F020,sad,Ses01F,Ses01,And I want lots and lots and lots of pictures.,0.9989762460072361,0.9092518846169761,0.2707738167374063,0.9997838657010464,0.0007341998577813004,0.9998586896663977,0.9550987221836844
Ses01F_impro02_M001,sad,Ses01F,Ses01,"I don't understand.  You've already done so much, I don't know why do you have to go back.",0.8799813208537287,0.9479118388559253,0.15279941895463683,0.9393244945656279,0.08594173893308678,0.9603638948960173,0.9742272884590452
Ses01F_impro02_M003,fru,Ses01F,Ses01,I just don't see how they can make you leave when you have a new baby - we have a new kid.,0.5277030617761106,0.998237003461544,0.2242098515230145,0.6580999906940682,0.33819420673382783,0.7766553339860506,0.9991276864400433
Ses01F_impro02_M005,sad,Ses01F,Ses01,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,0.908842875033162,0.9400883847743676,0.16550047193010073,0.9614763956356451,0.0652751264507004,0.9748345182270889,0.9703563200927519
Ses01F_impro02_M008,fru,Ses01F,Ses01,I know.,0.9690722552844948,0.9999893409110884,0.36094654960558387,0.9888724236977432,0.022147259740196414,0.9927308424116831,0.9999947258274474
Ses01F_impro02_M009,sad,Ses01F,Ses01,I just don't see why it has to be you.,0.8668626120577222,0.9995905628487096,0.23845590431133767,0.943290687931627,0.09533552518835153,0.9629547917258723,0.9997974143524202
Ses01F_impro02_M010,sad,Ses01F,Ses01,What am I going to do? Huh?,0.9970119663006636,0.9995009636016923,0.2633951248029355,0.999310748635742,0.002140742528712029,0.9995496282083368,0.9997530815235658
Ses01F_impro02_M011,sad,Ses01F,Ses01,Yeah.,0.8564073251546576,0.9991801290512774,0.35282060663265447,0.9230036893311429,0.10282214082500295,0.9497024070055863,0.9995943357339794
Ses01F_impro02_M012,neu,Ses01F,Ses01,Don't you guys have access to computers over there.,0.8403463051874168,0.7248083271582821,0.21310830548639623,0.9271097098704243,0.11432279923276686,0.952384645267024,0.8638378585234425
Ses01F_impro02_M013,sad,Ses01F,Ses01,I just don't know how I'm going to do it without you.,0.9246753539752879,0.9779433486912862,0.15277226714375286,0.9702848215572747,0.05393811719270203,0.980588580293756,0.9890865850501438
Ses01F_impro02_M014,sad,Ses01F,Ses01,I can't raise a baby by myself.  How?,0.9252258590596237,0.9777717670379616,0.29198266673693357,0.9685058235537677,0.0535439223694842,0.9794264583641703,0.9890016881305311
Ses01F_impro02_M015,neu,Ses01F,Ses01,I know.,0.9865372161285114,0.9999856513862935,0.2285803559026637,0.9965105850707034,0.009641295039218796,0.9977204347640816,0.9999929002867567
Ses01F_impro02_M016,fru,Ses01F,Ses01,It's just not fair.,0.7039507597149581,0.22622130335361632,0.49142917047544454,0.8452029571092069,0.2119902313148448,0.898879451119917,0.6171418880643311
Ses01F_impro03_F000,hap,Ses01F,Ses01,Well Vegas was awesome.,0.46420474202194156,0.3580108390332349,0.30708603282876124,0.3310969738728194,0.38366283117045674,0.5630421786370923,0.6823500580498713
Ses01F_impro03_F001,hap,Ses01F,Ses01,"And, um, I got married.",0.8833519047104064,0.999794755785277,0.18570365731512958,0.9503248158614553,0.08352819772278759,0.9675498021231012,0.9998984470152099
Ses01F_impro03_F002,hap,Ses01F,Ses01,Yeah.  In the old town part.,0.8862973134613253,0.9555628388292605,0.3871607395480188,0.9474366548929631,0.08141910751652116,0.9656631247962906,0.9780129282235971
Ses01F_impro03_F004,hap,Ses01F,Ses01,Um- Yes.  It was very romantic.,0.9243736316321491,0.8634229427646416,0.47756961338096676,0.9697510373771575,0.05415416857732801,0.9802398883333618,0.9324230111330791
Ses01F_impro03_F005,hap,Ses01F,Ses01,It was at the slot machines.,0.9685739928765494,0.9447358543400988,0.42498069401603616,0.990202339876789,0.022504045658083126,0.99359960378923,0.9726558424628856
Ses01F_impro03_F006,hap,Ses01F,Ses01,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",0.9948655933656424,0.9995204094071223,0.32326745007598445,0.998669965438485,0.0036776749272581146,0.9991310396522088,0.9997627031174158
Ses01F_impro03_F008,hap,Ses01F,Ses01,"Yeah.  Well.  You know, because he's leaving the next day.",0.7839718885432471,0.9999534195628969,0.28155519584081345,0.892997738103203,0.15469027963463225,0.9301011630068163,0.9999769522965908
Ses01F_impro03_F009,hap,Ses01F,Ses01,But we're going to have a honeymoon cruise.,0.881143319608554,0.9988501490613003,0.33013924232704966,0.9426374315161058,0.08510967778275207,0.9625280550996236,0.9994310648705736
Ses01F_impro03_F010,hap,Ses01F,Ses01,Oh.  I hadn't even thought about that.,0.9605236200957719,0.88436220900445,0.313210208049615,0.9882995789356375,0.02826859782200087,0.9923566343130911,0.9427835547475375
Ses01F_impro03_F012,hap,Ses01F,Ses01,Oh.  Totally.,0.8463506872707968,0.508135759402519,0.15832010354059892,0.9409781790432907,0.11002329973450968,0.9614441563647311,0.7566303965913469
Ses01F_impro03_F013,hap,Ses01F,Ses01,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],0.9491739916868328,0.9993202386764073,0.24831750748276857,0.9829458036263564,0.03639561588514358,0.9888593062212526,0.9996636606026419
Ses01F_impro03_F015,exc,Ses01F,Ses01,"Yeah, so [LAUGHTER] He's calling me now",0.957273360911057,0.9999839373046568,0.25839580681084545,0.9853004071651781,0.030595979314356092,0.990397439711313,0.9999920521759704
Ses01F_impro03_F016,hap,Ses01F,Ses01,"He likes to keep tabs, you know.",0.9735777142658295,0.9999999912820735,0.25896068200083255,0.9916032938176856,0.018921079533695866,0.9945147702446424,0.9999999955265781
Ses01F_impro03_F017,neu,Ses01F,Ses01,"Uh, I think seven hundred and fifty dollars.",0.967125045956606,0.9880614205630373,0.30189234619506167,0.9885047746351994,0.023541578991037128,0.9924906774215417,0.9940929077990378
Ses01F_impro03_F018,neu,Ses01F,Ses01,Penny slots. That's what he plays.,0.5269361627215517,0.9959189416739661,0.24061534042089233,0.7373231662962281,0.3387433526833196,0.8284074942005013,0.997980732197418
Ses01F_impro03_F019,neu,Ses01F,Ses01,Yeah.,0.8528797742839076,0.9999537118594009,0.035855737624298036,0.9210110726660414,0.10534807987888954,0.9484007397079237,0.9999770969220348
Ses01F_impro03_F021,hap,Ses01F,Ses01,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,0.9704695803311483,0.9999953206666505,0.31879018102444134,0.9897408291490932,0.021146690780133346,0.9932981241156513,0.9999976845518648
Ses01F_impro03_F022,neu,Ses01F,Ses01,Fifty bucks. Mmhmm.,0.9959739127703493,0.9714398938315417,0.2667363806727909,0.9990272938589807,0.0028840514272420723,0.999364462732338,0.9858687393554868
Ses01F_impro03_F023,neu,Ses01F,Ses01,Yeah.,0.9338651114167938,0.9990949368059882,0.21628155729887408,0.9764183471779079,0.04735769693293411,0.9845952765437582,0.999552183446367
Ses01F_impro03_F024,hap,Ses01F,Ses01,Well so now we're married. We have cat children.,0.5162488121276642,0.9997785812830466,0.185627878764769,0.5380316497079203,0.34639613991071955,0.6982212650135742,0.9998904440301062
Ses01F_impro03_F025,hap,Ses01F,Ses01,"We renamed Brenda, Lumber Janet.",0.9694703709039809,0.9834380452765771,0.43343758148104383,0.9896414712000483,0.02186218495940136,0.9932332190110721,0.9918053070420297
Ses01F_impro03_F026,hap,Ses01F,Ses01,She needs a new name each state that we go into. [LAUGHTER],0.757998722117939,0.99748238006595,0.27583981557236736,0.8665526522863795,0.17328863238151504,0.9128260372917113,0.9987543061834001
Ses01F_impro03_M000,neu,Ses01F,Ses01,So what's up?  What's new?,0.5750370800896735,0.9342795562866001,0.2521532806884722,0.6884806985725076,0.3043001964653971,0.7965013859727694,0.9674821687157562
Ses01F_impro03_M001,neu,Ses01F,Ses01,Yeah.  I heard.,0.707340333833705,0.7638876763009372,0.1705624878784891,0.8575855526600281,0.2095630919322267,0.9069683223870184,0.8831739372847597
Ses01F_impro03_M002,sur,Ses01F,Ses01,Shut up.  No- in Vegas?,0.8238388065031985,0.8523795855218528,0.19246226735058766,0.9208837523531608,0.12614316331431552,0.9483175683230269,0.9269588662555266
Ses01F_impro03_M003,exc,Ses01F,Ses01,Who did you marry?,0.46424832380939246,0.7219344210930927,0.3328041602850581,0.6301213055225835,0.3836316239836595,0.7583783918339757,0.8624158779826132
Ses01F_impro03_M006,neu,Ses01F,Ses01,He turned to you and was like...,0.7939655252045582,0.9891633145964523,0.2907612909474795,0.8772395163783429,0.14753423339800012,0.9198071801009157,0.9946381141620958
Ses01F_impro03_M007,hap,Ses01F,Ses01,[LAUGHTER] That's really romantic.,0.994309601221017,0.9513564945183747,0.15456723454821256,0.9984859342210345,0.004075798816387166,0.9990108221403815,0.9759316703040856
Ses01F_impro03_M008,neu,Ses01F,Ses01,Yeah.,0.8647007730118834,0.9967788365598276,0.2515797369532911,0.9358804955388148,0.0968835322544949,0.9581141190184497,0.998406199755201
Ses01F_impro03_M009,neu,Ses01F,Ses01,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",0.5212924343243791,0.8981839338859438,0.30087214719209965,0.7218515957607795,0.3427846024031051,0.8183007648118618,0.9496224086893016
Ses01F_impro03_M011,neu,Ses01F,Ses01,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,0.5731602592105521,0.9942406924319741,0.29241561745944783,0.5842056521455605,0.3056441133441108,0.7283842110673302,0.9971503509286354
Ses01F_impro03_M013,hap,Ses01F,Ses01,Like you need another one of those.[LAUGHTER],0.9209732567707553,0.4389273584489052,0.27832544439113827,0.9686767666128813,0.05658904194271857,0.9795381260992182,0.7223867584258579
Ses01F_impro03_M014,hap,Ses01F,Ses01,Is that your phone?,0.8971968344781049,0.9992263378394322,0.2884933265260546,0.9539350047170932,0.07361439347731927,0.9699081407107846,0.9996171993892559
Ses01F_impro03_M015,hap,Ses01F,Ses01,He loves you.,0.9321316129963438,0.9566405516081844,0.37178574797340147,0.9729284839488683,0.048598986292181456,0.9823155400956418,0.9785461699390433
Ses01F_impro03_M016,neu,Ses01F,Ses01,How much did he win at the slot?,0.6973893793748592,0.9830231003094905,0.3796826163540822,0.8454282297066836,0.2166885751391354,0.8990266093658208,0.9915999963410784
Ses01F_impro03_M017,sur,Ses01F,Ses01,Really? Penny slots?,0.9616762938255903,0.9993555954055695,0.2571575881944359,0.9856198797474547,0.027443213951656168,0.9906061336463444,0.9996811547655392
Ses01F_impro03_M018,sur,Ses01F,Ses01,Wow.,0.9747276993109885,0.9993724022477085,0.21703638841830597,0.9913321989524307,0.018097620923633276,0.9943376788216675,0.9996894706262293
Ses01F_impro03_M019,neu,Ses01F,Ses01,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,0.7050558450262623,0.9967597000567425,0.23057062008235718,0.8439095296624527,0.21119892362064657,0.8980345258320651,0.9983967312011184
Ses01F_impro03_M020,neu,Ses01F,Ses01,"But the pennies always get you because you end up spending like, you know, fifty bucks.",0.9040002417371715,0.9998307250554963,0.29264239584300117,0.9615413995040557,0.06874274379037414,0.9748769816929493,0.999916244257416
Ses01F_impro03_M021,neu,Ses01F,Ses01,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",0.9987516227667459,0.9937724992668774,0.17954429081616774,0.9997539731252608,0.0008950436376030507,0.999839162484364,0.9969186935414365
Ses01F_impro03_M022,exc,Ses01F,Ses01,Awesome.,0.4484353969467847,0.9999926878006977,0.14896587836283576,0.6641101258372906,0.3949546327741808,0.7805814259973644,0.999996381835608
Ses01F_impro03_M023,hap,Ses01F,Ses01,[LAUGHTER] Cat babies.,0.957563919810384,0.9267619489124042,0.23489491524643866,0.9852267673852563,0.030387921628398856,0.9903493348775985,0.9637625303012707
Ses01F_impro03_M024,neu,Ses01F,Ses01,That's fair enough.,0.9814788286043923,0.9999674583267878,0.17654145449279104,0.994453868521392,0.01326340541126531,0.9963768945239101,0.9999838985393062
Ses01F_impro04_F000,neu,Ses01F,Ses01,"Uh, what?  Craig's List?  Oh the internet thing?",0.826624087886727,0.4483940905296523,0.23305418429370445,0.9232462468591466,0.1241487339551091,0.9498608565496125,0.7270708046329073
Ses01F_impro04_F001,neu,Ses01F,Ses01,I don't know.  Isn't that-- that's all like escort services and things like that.,0.9428216498251002,0.9518917901937,0.24310824936776348,0.9786665062021787,0.04094427555869717,0.9860638756642466,0.9761965293553686
Ses01F_impro04_F002,fru,Ses01F,Ses01,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",0.688643159744474,0.9652662452025246,0.3180968721031275,0.8270618523108361,0.2229513955909813,0.8870288612532968,0.9828140785498626
Ses01F_impro04_F005,neu,Ses01F,Ses01,He just...,0.7183357953831296,0.12595255210740444,0.2723011594614001,0.8136839791370873,0.20168967868863671,0.8782898296434913,0.5675298931378479
Ses01F_impro04_F006,neu,Ses01F,Ses01,you know what?  I heard about that job.  I applied for that.,0.6889500315353367,0.9977307372801747,0.2179394425638612,0.8493162313711559,0.2227316568913913,0.9015664278409632,0.9988771908977196
Ses01F_impro04_F007,fru,Ses01F,Ses01,Yeah.  I saw a posting at the theatre.,0.9977295842896075,0.9823664496694485,0.2815350387383467,0.9994899876303036,0.0016268847927186285,0.9996667152235028,0.9912750920432056
Ses01F_impro04_F009,neu,Ses01F,Ses01,Yeah.,0.8401240520837578,0.9836758451846451,0.07706477667564476,0.9198377219337466,0.11448194585175256,0.9476342539589756,0.9919229681047832
Ses01F_impro04_F013,neu,Ses01F,Ses01,I just- I mean I call people up and I tell them what I'm good at.,0.7759837327548174,0.9964872668075838,0.12239267168010946,0.8776970720057663,0.16041028068177088,0.9201060761241747,0.9982619339007922
Ses01F_impro04_F014,neu,Ses01F,Ses01,Yeah.,0.9701356986660831,0.8843811395362379,0.08670661538843215,0.9897503982079132,0.021385770177728344,0.9933043750575176,0.9427929213890419
Ses01F_impro04_F016,fru,Ses01F,Ses01,I'm there in front of them.  I'm telling them what I'm good at.,0.7262979911073475,0.39006625016976193,0.21774289962807014,0.8605532473037184,0.19598826661227026,0.9089069547064181,0.6982107611593238
Ses01F_impro04_F017,fru,Ses01F,Ses01,Why?  It's a piece of paper.,0.8133791871140945,0.8127864687076166,0.1985348784887252,0.9122615031113231,0.1336328812721206,0.9426851252811912,0.9073685802880851
Ses01F_impro04_F018,fru,Ses01F,Ses01,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",0.7164719800969453,0.9999995824269486,0.17771892076923396,0.8535475294615227,0.2030242827788685,0.9043305030629339,0.9999997932290714
Ses01F_impro04_F019,fru,Ses01F,Ses01,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",0.9313353990810478,0.9999960415062819,0.27892794022683187,0.9746770223833734,0.04916912344897502,0.9834577644575893,0.9999980412162461
Ses01F_impro04_F021,fru,Ses01F,Ses01,"That's baloney, that's baloney.",0.8742882158116534,0.9708468456759705,0.3045573877393167,0.9481180625428465,0.09001834530690196,0.9661082510816241,0.9855753049432728
Ses01F_impro04_F022,fru,Ses01F,Ses01,Please.,0.9615925541804627,0.9999568273981113,0.20747295224552503,0.9863068983081626,0.027503176585147844,0.9910549252323142,0.9999786384600392
Ses01F_impro04_F023,fru,Ses01F,Ses01,you think that you're better than me because I don't have a car?,0.5900948777999406,0.9999993003100694,0.16811397421482405,0.764449380466891,0.2935179056649241,0.8461275637521363,0.9999996536404059
Ses01F_impro04_F024,fru,Ses01F,Ses01,"You know, you're riding the bus, too.",0.6951357436391674,0.8537426562262073,0.10639574249452759,0.8386190391405841,0.21830231416844909,0.8945785382246545,0.9276333002743847
Ses01F_impro04_F025,fru,Ses01F,Ses01,Why?  What choice?,0.8762665749409264,0.6373299240251935,0.2267951220135462,0.9388829350037312,0.08860172092065143,0.9600754482259891,0.8205544024269489
Ses01F_impro04_F026,fru,Ses01F,Ses01,You're saving the environment. mmhmm,0.6546914681481658,0.9997031385669142,0.18105139170412546,0.7577872259874283,0.24726285328241784,0.841775543230692,0.9998531157139211
Ses01F_impro04_F027,fru,Ses01F,Ses01,Interesting.  That's fantastic.,0.7449937260984314,0.9999733096181502,0.17724898431939046,0.8570602184857327,0.1826009934345336,0.9066251503524766,0.9999867937008973
Ses01F_impro04_F028,ang,Ses01F,Ses01,I'm not frustrated.,0.7162382386951296,0.9990205988999497,0.16545028319170368,0.8257593218042966,0.20319165571181547,0.8861779894352173,0.9995154017793831
Ses01F_impro04_F029,ang,Ses01F,Ses01,Who do you think you are?,0.9029402747064776,0.7782091929274686,0.19856126656578305,0.9541072500999135,0.06950174407605761,0.9700206591825595,0.890260083281236
Ses01F_impro04_F030,ang,Ses01F,Ses01,You are so high and mighty.  I just--,0.9909029749094627,0.9190288424050447,0.2879907817793289,0.997822076689743,0.006515148596911612,0.9985771603860043,0.9599362650287832
Ses01F_impro04_F031,ang,Ses01F,Ses01,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,0.7950381589770307,0.99988093910938,0.2162946013843944,0.8963761910007608,0.14676616296168923,0.9323081211892225,0.9999410896789013
Ses01F_impro04_F032,ang,Ses01F,Ses01,"The bus, I'm riding the bus because I want to.",0.7415211406572163,0.9992494670987669,0.1341772389756016,0.8539647230772457,0.18508757392771824,0.9046030327952658,0.9996286435199796
Ses01F_impro04_F033,ang,Ses01F,Ses01,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,0.7895193246972037,0.9497357166332392,0.19373828162148493,0.9008079914118498,0.15071798096520372,0.9352031735923843,0.9751297252991373
Ses01F_impro04_M000,neu,Ses01F,Ses01,"Have you tried, uh, Craig's List?",0.9724792247371549,0.9948782978300992,0.2918492143543159,0.9906474741639079,0.01970766424995673,0.993890385631397,0.9974658318275568
Ses01F_impro04_M001,neu,Ses01F,Ses01,Yeah.,0.8178643432835051,0.9885716087509887,0.0458950508117791,0.8985281229562078,0.13042123910275166,0.9337138604376484,0.994345343911761
Ses01F_impro04_M002,neu,Ses01F,Ses01,No.  There's regular jobs on there.,0.993446700925458,0.4948895770556882,0.29199217206419914,0.9982766257982483,0.004693687441108696,0.9988740924151724,0.7500763154522236
Ses01F_impro04_M003,neu,Ses01F,Ses01,Uh huh.,0.4644286353673289,0.9985105991958102,0.13675824064955908,0.593498389882466,0.3835025100395246,0.734454647508887,0.9992630589266019
